0.05 -0.27907359 0.00064405258
0.1 -0.28738781 0.00065478505
0.15 -0.29708545 0.00065838169
0.2 -0.30612599 0.00072395645
0.25 -0.31483762 0.00073900532
0.3 -0.32387533 0.00078022857
0.35 -0.33192052 0.00079691832
0.4 -0.34165677 0.0008467211
0.45 -0.35056003 0.0008892947
0.5 -0.36088054 0.00092029123
0.55 -0.37114256 0.0010290714
0.6 -0.37671485 0.0010016872
0.65 -0.38648609 0.0010598994
0.7 -0.39545015 0.0011064937
0.75 -0.40439597 0.0011648703
0.8 -0.41358221 0.0012464204
0.85 -0.42208446 0.001271448
0.9 -0.4292446 0.0012846743
0.95 -0.43872924 0.0013072329
1 -0.44586274 0.0013524146

