0.05 -0.25938409 0.00048025464
0.1 -0.26970919 0.00047328548
0.15 -0.2802301 0.00045994482
0.2 -0.28966162 0.00046778873
0.3 -0.30997254 0.00051437155
0.25 -0.29973468 0.00049592017
0.35 -0.32001823 0.00053132713
0.4 -0.33006305 0.00054644002
0.45 -0.34161084 0.00058830353
0.5 -0.35173527 0.00061992643
0.55 -0.36231813 0.00065269959
0.6 -0.37323622 0.00067953269
0.65 -0.3846667 0.00070736025
0.7 -0.39462929 0.00073108945
0.75 -0.40455138 0.00078260997
0.8 -0.41459243 0.00084471951
0.85 -0.42680078 0.00086878035
0.9 -0.43614464 0.0008720911
0.95 -0.44602724 0.00092469864
1 -0.45553389 0.00095444609

