0.05 1.0363765 0.006788101
0.1 1.0208829 0.0068872399
0.15 0.99969152 0.0067287128
0.2 0.97336335 0.0063138899
0.25 0.96074621 0.0065716925
0.3 0.93916625 0.0061043475
0.35 0.91309739 0.0058749194
0.4 0.89189845 0.0057652484
0.45 0.88270135 0.0057496873
0.5 0.86772887 0.0059566578
0.55 0.84551443 0.0056590285
0.6 0.82097549 0.0055680067
0.65 0.8071961 0.0054863831
0.7 0.8049358 0.005624061
0.75 0.76440387 0.0050807781
0.8 0.74956479 0.0054410643
0.85 0.73188511 0.0052479103
0.9 0.70744539 0.0048370547
0.95 0.68865933 0.004662018
1 0.68680424 0.004732375
1.05 0.66600884 0.0049126659
1.1 0.64957646 0.0047826268
1.15 0.62561864 0.00465233
1.2 0.61267801 0.0046107498
1.25 0.59211439 0.0047898512
1.3 0.58246207 0.0046795777
1.35 0.56364182 0.0045405478
1.4 0.55350342 0.004674423
1.45 0.52379607 0.0044750872
1.5 0.51568618 0.0046108506

