0.05 0.94240038 0.004909258
0.1 0.92339503 0.004713329
0.15 0.90115473 0.0048077109
0.2 0.8819735 0.0048452972
0.25 0.86184508 0.0046109076
0.3 0.83298317 0.0045786927
0.35 0.80991329 0.0046005286
0.4 0.79141237 0.0045809235
0.45 0.77864267 0.0048556716
0.5 0.7579815 0.004730884
0.55 0.73173171 0.0046498496
0.6 0.71278807 0.0045807168
0.65 0.69483242 0.0045563692
0.7 0.68058863 0.0049106114
0.75 0.65377189 0.0045407916
0.8 0.64215275 0.0049480436
0.85 0.61758213 0.0048322382
0.9 0.61162831 0.005022945
0.95 0.59137319 0.0050980676
1 0.57431883 0.0049949975
1.05 0.55753044 0.0048741988
1.1 0.5371244 0.0050623222
1.15 0.5232633 0.0051118813
1.2 0.50562365 0.0050157307
1.25 0.50530598 0.0051151997
1.3 0.48650658 0.0049093679
1.35 0.47304236 0.005254037
1.4 0.45968318 0.0051732451
1.45 0.43745873 0.005259771
1.5 0.43494914 0.0049662939

