0.05 -0.090968172 0.00061117336
0.1 -0.091482006 0.00062222154
0.15 -0.094390603 0.00062994637
0.2 -0.096519173 0.00072093873
0.25 -0.096661737 0.00069051679
0.3 -0.09806378 0.00069323147
0.35 -0.097873726 0.00070533807
0.4 -0.09991093 0.00071315342
0.45 -0.10112742 0.00074815381
0.5 -0.10375391 0.00078254089
0.55 -0.10220753 0.00078635259
0.6 -0.10109812 0.00079039099
0.65 -0.10355004 0.00082855142
0.7 -0.10460722 0.00085535105
0.75 -0.10173055 0.00083971348
0.8 -0.10298319 0.00088846051
0.85 -0.10147096 0.00085163506
0.9 -0.10221074 0.00090707411
0.95 -0.10221273 0.00092348156
1 -0.09974574 0.00091706201

